date_dt,date,dia_semana,faturamento_diario
2024-05-06,2024-05-06,Segunda-feira,162980.05000000002
2024-05-07,2024-05-07,Terça-feira,145335.52
2024-05-08,2024-05-08,Quarta-feira,120296.46
2024-05-09,2024-05-09,Quinta-feira,69048.2
2024-05-10,2024-05-10,Sexta-feira,179524.4
2024-05-11,2024-05-11,Sábado,175904.58
2024-05-12,2024-05-12,Domingo,173410.91999999998
2024-05-13,2024-05-13,Segunda-feira,219821.08
2024-05-14,2024-05-14,Terça-feira,112717.29000000001
2024-05-15,2024-05-15,Quarta-feira,168466.09
2024-05-16,2024-05-16,Quinta-feira,128639.09000000001
2024-05-17,2024-05-17,Sexta-feira,143086.27
2024-05-18,2024-05-18,Sábado,217100.9
2024-05-19,2024-05-19,Domingo,130753.74
2024-05-20,2024-05-20,Segunda-feira,26493.1
2024-05-21,2024-05-21,Terça-feira,70501.31
2024-05-22,2024-05-22,Quarta-feira,43503.74
2024-05-23,2024-05-23,Quinta-feira,11435.49
2024-05-24,2024-05-24,Sexta-feira,97391.89
2024-05-25,2024-05-25,Sábado,66499.65
2024-05-26,2024-05-26,Domingo,218424.72
2024-05-27,2024-05-27,Segunda-feira,246549.04
2024-05-28,2024-05-28,Terça-feira,195706.0
2024-05-29,2024-05-29,Quarta-feira,96286.37
2024-05-30,2024-05-30,Quinta-feira,152115.93
2024-05-31,2024-05-31,Sexta-feira,334048.32999999996
2024-06-01,2024-06-01,Sábado,138918.44
2024-06-02,2024-06-02,Domingo,58918.49
2024-06-03,2024-06-03,Segunda-feira,82136.79000000001
2024-06-04,2024-06-04,Terça-feira,55988.06
2024-06-05,2024-06-05,Quarta-feira,198886.02
2024-06-06,2024-06-06,Quinta-feira,70764.91
2024-06-07,2024-06-07,Sexta-feira,0.0
2024-06-08,2024-06-08,Sábado,251122.76
2024-06-09,2024-06-09,Domingo,48970.69
2024-06-10,2024-06-10,Segunda-feira,79443.24
2024-06-11,2024-06-11,Terça-feira,62294.44
2024-06-12,2024-06-12,Quarta-feira,82518.45999999999
2024-06-13,2024-06-13,Quinta-feira,157771.06
2024-06-14,2024-06-14,Sexta-feira,239360.1
2024-06-15,2024-06-15,Sábado,61677.170000000006
2024-06-16,2024-06-16,Domingo,98366.39
2024-06-17,2024-06-17,Segunda-feira,15799.43
2024-06-18,2024-06-18,Terça-feira,143063.1
2024-06-19,2024-06-19,Quarta-feira,58735.45
2024-06-20,2024-06-20,Quinta-feira,29551.67
2024-06-21,2024-06-21,Sexta-feira,64254.66
2024-06-22,2024-06-22,Sábado,153766.91999999998
2024-06-23,2024-06-23,Domingo,0.0
2024-06-24,2024-06-24,Segunda-feira,180231.01
2024-06-25,2024-06-25,Terça-feira,54049.82
2024-06-26,2024-06-26,Quarta-feira,132311.8
2024-06-27,2024-06-27,Quinta-feira,22325.05
2024-06-28,2024-06-28,Sexta-feira,25983.86
2024-06-29,2024-06-29,Sábado,31880.579999999998
2024-06-30,2024-06-30,Domingo,76620.96
2024-07-01,2024-07-01,Segunda-feira,35258.020000000004
2024-07-02,2024-07-02,Terça-feira,59047.25
2024-07-03,2024-07-03,Quarta-feira,160325.5
2024-07-04,2024-07-04,Quinta-feira,38354.259999999995
2024-07-05,2024-07-05,Sexta-feira,56856.5
2024-07-06,2024-07-06,Sábado,72276.76000000001
2024-07-07,2024-07-07,Domingo,0.0
2024-07-08,2024-07-08,Segunda-feira,66921.18
2024-07-09,2024-07-09,Terça-feira,136070.48
2024-07-10,2024-07-10,Quarta-feira,95532.56
2024-07-11,2024-07-11,Quinta-feira,134183.36000000002
2024-07-12,2024-07-12,Sexta-feira,114726.25
2024-07-13,2024-07-13,Sábado,49153.73
2024-07-14,2024-07-14,Domingo,60079.71
2024-07-15,2024-07-15,Segunda-feira,43262.24
2024-07-16,2024-07-16,Terça-feira,23179.57
2024-07-17,2024-07-17,Quarta-feira,47697.39
2024-07-18,2024-07-18,Quinta-feira,66035.43
2024-07-19,2024-07-19,Sexta-feira,117624.43
2024-07-20,2024-07-20,Sábado,88700.53
2024-07-21,2024-07-21,Domingo,92182.54000000001
2024-07-22,2024-07-22,Segunda-feira,51163.05
2024-07-23,2024-07-23,Terça-feira,10954.32
2024-07-24,2024-07-24,Quarta-feira,156113.05
2024-07-25,2024-07-25,Quinta-feira,28940.210000000003
2024-07-26,2024-07-26,Sexta-feira,0.0
2024-07-27,2024-07-27,Sábado,79191.51000000001
2024-07-28,2024-07-28,Domingo,20622.92
2024-07-29,2024-07-29,Segunda-feira,11069.78
2024-07-30,2024-07-30,Terça-feira,64813.53
2024-07-31,2024-07-31,Quarta-feira,32836.34
2024-08-01,2024-08-01,Quinta-feira,140879.56
2024-08-02,2024-08-02,Sexta-feira,81167.98000000001
2024-08-03,2024-08-03,Sábado,92723.68
2024-08-04,2024-08-04,Domingo,102760.81
2024-08-05,2024-08-05,Segunda-feira,240907.05
2024-08-06,2024-08-06,Terça-feira,36076.34
2024-08-07,2024-08-07,Quarta-feira,17250.59
2024-08-08,2024-08-08,Quinta-feira,135114.02000000002
2024-08-09,2024-08-09,Sexta-feira,9098.1
2024-08-10,2024-08-10,Sábado,59043.479999999996
2024-08-11,2024-08-11,Domingo,74232.23
2024-08-12,2024-08-12,Segunda-feira,147505.03
2024-08-13,2024-08-13,Terça-feira,37048.56
2024-08-14,2024-08-14,Quarta-feira,144562.03
2024-08-15,2024-08-15,Quinta-feira,59022.91
2024-08-16,2024-08-16,Sexta-feira,66742.9
2024-08-17,2024-08-17,Sábado,172373.28
2024-08-18,2024-08-18,Domingo,29782.57
2024-08-19,2024-08-19,Segunda-feira,64237.63
2024-08-20,2024-08-20,Terça-feira,48293.14
2024-08-21,2024-08-21,Quarta-feira,143239.44999999998
2024-08-22,2024-08-22,Quinta-feira,90455.63
2024-08-23,2024-08-23,Sexta-feira,44286.340000000004
2024-08-24,2024-08-24,Sábado,19156.0
2024-08-25,2024-08-25,Domingo,146186.40000000002
2024-08-26,2024-08-26,Segunda-feira,0.0
2024-08-27,2024-08-27,Terça-feira,46354.74
2024-08-28,2024-08-28,Quarta-feira,47088.28
2024-08-29,2024-08-29,Quinta-feira,66540.9
2024-08-30,2024-08-30,Sexta-feira,70309.93
2024-08-31,2024-08-31,Sábado,9118.38
2024-09-01,2024-09-01,Domingo,109844.42
2024-09-02,2024-09-02,Segunda-feira,101676.82999999999
2024-09-03,2024-09-03,Terça-feira,139876.25999999998
2024-09-04,2024-09-04,Quarta-feira,78972.36
2024-09-05,2024-09-05,Quinta-feira,114979.49
2024-09-06,2024-09-06,Sexta-feira,71251.29999999999
2024-09-07,2024-09-07,Sábado,49793.75
2024-09-08,2024-09-08,Domingo,101721.13
2024-09-09,2024-09-09,Segunda-feira,134617.02
2024-09-10,2024-09-10,Terça-feira,13472.91
2024-09-11,2024-09-11,Quarta-feira,328076.16
2024-09-12,2024-09-12,Quinta-feira,153481.66999999998
2024-09-13,2024-09-13,Sexta-feira,124573.85
2024-09-14,2024-09-14,Sábado,26552.21
2024-09-15,2024-09-15,Domingo,0.0
2024-09-16,2024-09-16,Segunda-feira,87228.31
2024-09-17,2024-09-17,Terça-feira,189647.35
2024-09-18,2024-09-18,Quarta-feira,177135.07
2024-09-19,2024-09-19,Quinta-feira,140477.31
2024-09-20,2024-09-20,Sexta-feira,49887.630000000005
2024-09-21,2024-09-21,Sábado,173730.71
2024-09-22,2024-09-22,Domingo,199167.83000000002
2024-09-23,2024-09-23,Segunda-feira,74258.28
2024-09-24,2024-09-24,Terça-feira,22832.81
2024-09-25,2024-09-25,Quarta-feira,187689.53
2024-09-26,2024-09-26,Quinta-feira,104495.6
2024-09-27,2024-09-27,Sexta-feira,101808.16
2024-09-28,2024-09-28,Sábado,37510.58
2024-09-29,2024-09-29,Domingo,42432.89
2024-09-30,2024-09-30,Segunda-feira,65256.990000000005
2024-10-01,2024-10-01,Terça-feira,118264.01999999999
2024-10-02,2024-10-02,Quarta-feira,224738.97999999998
2024-10-03,2024-10-03,Quinta-feira,67942.0
2024-10-04,2024-10-04,Sexta-feira,89521.33
2024-10-05,2024-10-05,Sábado,98898.9
2024-10-06,2024-10-06,Domingo,180784.91999999998
2024-10-07,2024-10-07,Segunda-feira,113637.58
2024-10-08,2024-10-08,Terça-feira,483114.36
2024-10-09,2024-10-09,Quarta-feira,188309.0
2024-10-10,2024-10-10,Quinta-feira,339290.22
2024-10-11,2024-10-11,Sexta-feira,241086.41
2024-10-12,2024-10-12,Sábado,202067.53
2024-10-13,2024-10-13,Domingo,86113.88
2024-10-14,2024-10-14,Segunda-feira,220274.84
2024-10-15,2024-10-15,Terça-feira,221050.58
2024-10-16,2024-10-16,Quarta-feira,160489.47
2024-10-17,2024-10-17,Quinta-feira,253483.07
2024-10-18,2024-10-18,Sexta-feira,278406.02
2024-10-19,2024-10-19,Sábado,259202.49
2024-10-20,2024-10-20,Domingo,146153.06
2024-10-21,2024-10-21,Segunda-feira,262945.58
2024-10-22,2024-10-22,Terça-feira,14720.53
2024-10-23,2024-10-23,Quarta-feira,267007.12
2024-10-24,2024-10-24,Quinta-feira,213739.43
2024-10-25,2024-10-25,Sexta-feira,229249.91
2024-10-26,2024-10-26,Sábado,105961.41
2024-10-27,2024-10-27,Domingo,253987.36
2024-10-28,2024-10-28,Segunda-feira,299692.75
2024-10-29,2024-10-29,Terça-feira,109795.78
2024-10-30,2024-10-30,Quarta-feira,210825.08000000002
2024-10-31,2024-10-31,Quinta-feira,232531.23
2024-11-01,2024-11-01,Sexta-feira,380836.11
2024-11-02,2024-11-02,Sábado,215351.57
2024-11-03,2024-11-03,Domingo,360628.06
2024-11-04,2024-11-04,Segunda-feira,77156.36
2024-11-05,2024-11-05,Terça-feira,215705.81
2024-11-06,2024-11-06,Quarta-feira,343024.94
2024-11-07,2024-11-07,Quinta-feira,244963.14
2024-11-08,2024-11-08,Sexta-feira,298935.3
2024-11-09,2024-11-09,Sábado,71098.68
2024-11-10,2024-11-10,Domingo,299976.85
2024-11-11,2024-11-11,Segunda-feira,312248.48
2024-11-12,2024-11-12,Terça-feira,80334.0
2024-11-13,2024-11-13,Quarta-feira,160513.97
2024-11-14,2024-11-14,Quinta-feira,286412.94
2024-11-15,2024-11-15,Sexta-feira,235925.25
2024-11-16,2024-11-16,Sábado,171337.26
2024-11-17,2024-11-17,Domingo,255730.69
2024-11-18,2024-11-18,Segunda-feira,176291.3
2024-11-19,2024-11-19,Terça-feira,210268.02000000002
2024-11-20,2024-11-20,Quarta-feira,333781.43
2024-11-21,2024-11-21,Quinta-feira,271016.33999999997
2024-11-22,2024-11-22,Sexta-feira,212397.35
2024-11-23,2024-11-23,Sábado,423046.4
2024-11-24,2024-11-24,Domingo,271798.41
2024-11-25,2024-11-25,Segunda-feira,110362.85
2024-11-26,2024-11-26,Terça-feira,280283.33
2024-11-27,2024-11-27,Quarta-feira,249473.65
2024-11-28,2024-11-28,Quinta-feira,307541.13
2024-11-29,2024-11-29,Sexta-feira,307906.66000000003
2024-11-30,2024-11-30,Sábado,139761.54
2024-12-01,2024-12-01,Domingo,237302.46
2024-12-02,2024-12-02,Segunda-feira,382732.58
2024-12-03,2024-12-03,Terça-feira,188476.44
2024-12-04,2024-12-04,Quarta-feira,255992.66999999998
2024-12-05,2024-12-05,Quinta-feira,454852.41000000003
2024-12-06,2024-12-06,Sexta-feira,232230.15000000002
2024-12-07,2024-12-07,Sábado,290695.26
2024-12-08,2024-12-08,Domingo,413073.32999999996
2024-12-09,2024-12-09,Segunda-feira,150346.21
2024-12-10,2024-12-10,Terça-feira,128059.62
2024-12-11,2024-12-11,Quarta-feira,315115.68
2024-12-12,2024-12-12,Quinta-feira,121673.16
2024-12-13,2024-12-13,Sexta-feira,317385.01
2024-12-14,2024-12-14,Sábado,332886.54
2024-12-15,2024-12-15,Domingo,216977.22999999998
2024-12-16,2024-12-16,Segunda-feira,180350.63
2024-12-17,2024-12-17,Terça-feira,313334.0
2024-12-18,2024-12-18,Quarta-feira,302720.78
2024-12-19,2024-12-19,Quinta-feira,126576.57
2024-12-20,2024-12-20,Sexta-feira,290856.16
2024-12-21,2024-12-21,Sábado,299222.99
2024-12-22,2024-12-22,Domingo,166062.21
2024-12-23,2024-12-23,Segunda-feira,255589.99
2024-12-24,2024-12-24,Terça-feira,153299.59
2024-12-25,2024-12-25,Quarta-feira,304556.82
2024-12-26,2024-12-26,Quinta-feira,282821.27999999997
2024-12-27,2024-12-27,Sexta-feira,204227.53
2024-12-28,2024-12-28,Sábado,483413.88
2024-12-29,2024-12-29,Domingo,256468.22999999998
2024-12-30,2024-12-30,Segunda-feira,463385.99
2024-12-31,2024-12-31,Terça-feira,145096.71
2025-01-01,2025-01-01,Quarta-feira,384554.91
2025-01-02,2025-01-02,Quinta-feira,138563.74
2025-01-03,2025-01-03,Sexta-feira,286504.93
2025-01-04,2025-01-04,Sábado,293332.38
2025-01-05,2025-01-05,Domingo,317749.44
2025-01-06,2025-01-06,Segunda-feira,227498.25
2025-01-07,2025-01-07,Terça-feira,181203.72999999998
2025-01-08,2025-01-08,Quarta-feira,488704.76
2025-01-09,2025-01-09,Quinta-feira,242898.47
2025-01-10,2025-01-10,Sexta-feira,460848.14
2025-01-11,2025-01-11,Sábado,313881.63
2025-01-12,2025-01-12,Domingo,223922.54
2025-01-13,2025-01-13,Segunda-feira,315965.75
2025-01-14,2025-01-14,Terça-feira,505282.04000000004
2025-01-15,2025-01-15,Quarta-feira,332345.84
2025-01-16,2025-01-16,Quinta-feira,374632.04
2025-01-17,2025-01-17,Sexta-feira,338271.93
2025-01-18,2025-01-18,Sábado,261635.49
2025-01-19,2025-01-19,Domingo,328841.81
2025-01-20,2025-01-20,Segunda-feira,272486.46
2025-01-21,2025-01-21,Terça-feira,366557.68
2025-01-22,2025-01-22,Quarta-feira,262299.17
2025-01-23,2025-01-23,Quinta-feira,388996.11
2025-01-24,2025-01-24,Sexta-feira,431543.69
2025-01-25,2025-01-25,Sábado,369956.15
2025-01-26,2025-01-26,Domingo,411058.08999999997
2025-01-27,2025-01-27,Segunda-feira,222316.89
2025-01-28,2025-01-28,Terça-feira,309680.44
2025-01-29,2025-01-29,Quarta-feira,422953.82
2025-01-30,2025-01-30,Quinta-feira,287454.7
2025-01-31,2025-01-31,Sexta-feira,265235.02999999997
2025-02-01,2025-02-01,Sábado,264327.18
2025-02-02,2025-02-02,Domingo,358667.4
2025-02-03,2025-02-03,Segunda-feira,250473.9
2025-02-04,2025-02-04,Terça-feira,415869.10000000003
2025-02-05,2025-02-05,Quarta-feira,157494.42
2025-02-06,2025-02-06,Quinta-feira,468965.83999999997
2025-02-07,2025-02-07,Sexta-feira,171890.02
2025-02-08,2025-02-08,Sábado,206217.73
2025-02-09,2025-02-09,Domingo,195616.57
2025-02-10,2025-02-10,Segunda-feira,157898.31
2025-02-11,2025-02-11,Terça-feira,314424.94
2025-02-12,2025-02-12,Quarta-feira,268010.49
2025-02-13,2025-02-13,Quinta-feira,316089.25
2025-02-14,2025-02-14,Sexta-feira,317291.43
2025-02-15,2025-02-15,Sábado,394794.72
2025-02-16,2025-02-16,Domingo,289362.38
2025-02-17,2025-02-17,Segunda-feira,312726.11
2025-02-18,2025-02-18,Terça-feira,233408.25
2025-02-19,2025-02-19,Quarta-feira,420728.66
2025-02-20,2025-02-20,Quinta-feira,412456.81
2025-02-21,2025-02-21,Sexta-feira,294507.18
2025-02-22,2025-02-22,Sábado,434648.23
2025-02-23,2025-02-23,Domingo,399197.72000000003
2025-02-24,2025-02-24,Segunda-feira,443322.10000000003
2025-02-25,2025-02-25,Terça-feira,301524.57
2025-02-26,2025-02-26,Quarta-feira,425452.01
2025-02-27,2025-02-27,Quinta-feira,178213.02
2025-02-28,2025-02-28,Sexta-feira,351602.21
2025-03-01,2025-03-01,Sábado,284502.39
2025-03-02,2025-03-02,Domingo,499773.64
2025-03-03,2025-03-03,Segunda-feira,320623.4
2025-03-04,2025-03-04,Terça-feira,234784.33
2025-03-05,2025-03-05,Quarta-feira,254387.29
2025-03-06,2025-03-06,Quinta-feira,188767.18
2025-03-07,2025-03-07,Sexta-feira,178911.67
2025-03-08,2025-03-08,Sábado,527066.91
2025-03-09,2025-03-09,Domingo,331904.44
2025-03-10,2025-03-10,Segunda-feira,72320.24
2025-03-11,2025-03-11,Terça-feira,607227.65
2025-03-12,2025-03-12,Quarta-feira,228874.95
2025-03-13,2025-03-13,Quinta-feira,474976.35
2025-03-14,2025-03-14,Sexta-feira,245022.6
2025-03-15,2025-03-15,Sábado,256103.44
2025-03-16,2025-03-16,Domingo,365261.35000000003
2025-03-17,2025-03-17,Segunda-feira,450321.21
2025-03-18,2025-03-18,Terça-feira,186562.62
2025-03-19,2025-03-19,Quarta-feira,369803.56
2025-03-20,2025-03-20,Quinta-feira,353517.02
2025-03-21,2025-03-21,Sexta-feira,382985.73
2025-03-22,2025-03-22,Sábado,227532.63
2025-03-23,2025-03-23,Domingo,201710.96
2025-03-24,2025-03-24,Segunda-feira,452985.88
2025-03-25,2025-03-25,Terça-feira,174900.94
2025-03-26,2025-03-26,Quarta-feira,237298.52
2025-03-27,2025-03-27,Quinta-feira,467203.07
2025-03-28,2025-03-28,Sexta-feira,210093.8
2025-03-29,2025-03-29,Sábado,168064.63
2025-03-30,2025-03-30,Domingo,486803.55
2025-03-31,2025-03-31,Segunda-feira,317327.95
2025-04-01,2025-04-01,Terça-feira,276281.29
2025-04-02,2025-04-02,Quarta-feira,221457.16999999998
2025-04-03,2025-04-03,Quinta-feira,183207.09
2025-04-04,2025-04-04,Sexta-feira,271806.22
2025-04-05,2025-04-05,Sábado,210307.77000000002
2025-04-06,2025-04-06,Domingo,253159.52
2025-04-07,2025-04-07,Segunda-feira,376079.32
2025-04-08,2025-04-08,Terça-feira,356356.29
2025-04-09,2025-04-09,Quarta-feira,201698.6
2025-04-10,2025-04-10,Quinta-feira,310539.48
2025-04-11,2025-04-11,Sexta-feira,218199.88
2025-04-12,2025-04-12,Sábado,59845.469999999994
2025-04-13,2025-04-13,Domingo,182421.56
2025-04-14,2025-04-14,Segunda-feira,329818.45
2025-04-15,2025-04-15,Terça-feira,312090.41
2025-04-16,2025-04-16,Quarta-feira,176260.03
2025-04-17,2025-04-17,Quinta-feira,164344.37
2025-04-18,2025-04-18,Sexta-feira,252635.27
2025-04-19,2025-04-19,Sábado,406340.27
2025-04-20,2025-04-20,Domingo,124233.09
2025-04-21,2025-04-21,Segunda-feira,457974.5
2025-04-22,2025-04-22,Terça-feira,221357.42
2025-04-23,2025-04-23,Quarta-feira,415527.69
2025-04-24,2025-04-24,Quinta-feira,284842.12
2025-04-25,2025-04-25,Sexta-feira,85518.52
2025-04-26,2025-04-26,Sábado,120741.51
2025-04-27,2025-04-27,Domingo,205363.41
2025-04-28,2025-04-28,Segunda-feira,158468.48
2025-04-29,2025-04-29,Terça-feira,316752.46
2025-04-30,2025-04-30,Quarta-feira,233988.94
2025-05-01,2025-05-01,Quinta-feira,92494.9
2025-05-02,2025-05-02,Sexta-feira,39031.97
2025-05-03,2025-05-03,Sábado,5553.3
2025-05-04,2025-05-04,Domingo,142667.13
2025-05-05,2025-05-05,Segunda-feira,107330.01
2025-05-06,2025-05-06,Terça-feira,182162.7
2025-05-07,2025-05-07,Quarta-feira,27470.409999999996
2025-05-08,2025-05-08,Quinta-feira,219011.28
2025-05-09,2025-05-09,Sexta-feira,207845.09
2025-05-10,2025-05-10,Sábado,110359.45
2025-05-11,2025-05-11,Domingo,222444.39
2025-05-12,2025-05-12,Segunda-feira,152105.65
2025-05-13,2025-05-13,Terça-feira,133809.39
2025-05-14,2025-05-14,Quarta-feira,83154.52
2025-05-15,2025-05-15,Quinta-feira,93922.61
2025-05-16,2025-05-16,Sexta-feira,95730.78
2025-05-17,2025-05-17,Sábado,226191.39
2025-05-18,2025-05-18,Domingo,87889.51999999999
2025-05-19,2025-05-19,Segunda-feira,155832.68
2025-05-20,2025-05-20,Terça-feira,141268.22
2025-05-21,2025-05-21,Quarta-feira,131690.55
2025-05-22,2025-05-22,Quinta-feira,147453.0
2025-05-23,2025-05-23,Sexta-feira,406612.88
2025-05-24,2025-05-24,Sábado,48444.36
2025-05-25,2025-05-25,Domingo,113234.74
2025-05-26,2025-05-26,Segunda-feira,0.0
2025-05-27,2025-05-27,Terça-feira,112417.26
2025-05-28,2025-05-28,Quarta-feira,226941.3
2025-05-29,2025-05-29,Quinta-feira,256594.44
2025-05-30,2025-05-30,Sexta-feira,118450.16
2025-05-31,2025-05-31,Sábado,196284.09999999998
2025-06-01,2025-06-01,Domingo,60703.66
2025-06-02,2025-06-02,Segunda-feira,187323.7
2025-06-03,2025-06-03,Terça-feira,85657.48000000001
2025-06-04,2025-06-04,Quarta-feira,137340.05000000002
2025-06-05,2025-06-05,Quinta-feira,23340.829999999998
2025-06-06,2025-06-06,Sexta-feira,157582.22
2025-06-07,2025-06-07,Sábado,138722.59
2025-06-08,2025-06-08,Domingo,105047.76000000001
2025-06-09,2025-06-09,Segunda-feira,35475.64
2025-06-10,2025-06-10,Terça-feira,215759.42
2025-06-11,2025-06-11,Quarta-feira,17866.61
2025-06-12,2025-06-12,Quinta-feira,46456.17999999999
2025-06-13,2025-06-13,Sexta-feira,118651.01999999999
2025-06-14,2025-06-14,Sábado,153850.29
2025-06-15,2025-06-15,Domingo,83978.82
2025-06-16,2025-06-16,Segunda-feira,35620.68
2025-06-17,2025-06-17,Terça-feira,31704.84
2025-06-18,2025-06-18,Quarta-feira,197310.24
2025-06-19,2025-06-19,Quinta-feira,49289.5
2025-06-20,2025-06-20,Sexta-feira,197544.44
2025-06-21,2025-06-21,Sábado,138357.39
2025-06-22,2025-06-22,Domingo,50279.8
2025-06-23,2025-06-23,Segunda-feira,139183.64
2025-06-24,2025-06-24,Terça-feira,162028.12
2025-06-25,2025-06-25,Quarta-feira,89099.93
2025-06-26,2025-06-26,Quinta-feira,133462.31
2025-06-27,2025-06-27,Sexta-feira,169661.35
2025-06-28,2025-06-28,Sábado,43485.08
2025-06-29,2025-06-29,Domingo,53668.07000000001
2025-06-30,2025-06-30,Segunda-feira,129764.26
2025-07-01,2025-07-01,Terça-feira,91854.48000000001
2025-07-02,2025-07-02,Quarta-feira,66592.82
2025-07-03,2025-07-03,Quinta-feira,55409.840000000004
2025-07-04,2025-07-04,Sexta-feira,101702.88
2025-07-05,2025-07-05,Sábado,130281.72
2025-07-06,2025-07-06,Domingo,90436.86
2025-07-07,2025-07-07,Segunda-feira,72922.26
2025-07-08,2025-07-08,Terça-feira,127172.78
2025-07-09,2025-07-09,Quarta-feira,79731.87
2025-07-10,2025-07-10,Quinta-feira,56523.6
2025-07-11,2025-07-11,Sexta-feira,109106.62
2025-07-12,2025-07-12,Sábado,131645.1
2025-07-13,2025-07-13,Domingo,93922.64
2025-07-14,2025-07-14,Segunda-feira,32675.25
2025-07-15,2025-07-15,Terça-feira,96267.73
2025-07-16,2025-07-16,Quarta-feira,24632.75
2025-07-17,2025-07-17,Quinta-feira,72289.04
2025-07-18,2025-07-18,Sexta-feira,99434.3
2025-07-19,2025-07-19,Sábado,88147.23
2025-07-20,2025-07-20,Domingo,46746.1
2025-07-21,2025-07-21,Segunda-feira,57295.05
2025-07-22,2025-07-22,Terça-feira,183726.11
2025-07-23,2025-07-23,Quarta-feira,86946.86
2025-07-24,2025-07-24,Quinta-feira,207036.62
2025-07-25,2025-07-25,Sexta-feira,34210.19
2025-07-26,2025-07-26,Sábado,66994.79000000001
2025-07-27,2025-07-27,Domingo,6449.85
2025-07-28,2025-07-28,Segunda-feira,22423.23
2025-07-29,2025-07-29,Terça-feira,196999.58
2025-07-30,2025-07-30,Quarta-feira,332595.28
2025-07-31,2025-07-31,Quinta-feira,136624.11
2025-08-01,2025-08-01,Sexta-feira,202010.62
2025-08-02,2025-08-02,Sábado,120562.36
2025-08-03,2025-08-03,Domingo,143455.62
2025-08-04,2025-08-04,Segunda-feira,81431.86
2025-08-05,2025-08-05,Terça-feira,15928.259999999998
2025-08-06,2025-08-06,Quarta-feira,163746.39
2025-08-07,2025-08-07,Quinta-feira,2282.68
2025-08-08,2025-08-08,Sexta-feira,104474.54000000001
2025-08-09,2025-08-09,Sábado,93752.47
2025-08-10,2025-08-10,Domingo,113975.16
2025-08-11,2025-08-11,Segunda-feira,75675.14
2025-08-12,2025-08-12,Terça-feira,242661.88999999998
2025-08-13,2025-08-13,Quarta-feira,247715.43
2025-08-14,2025-08-14,Quinta-feira,152067.7
2025-08-15,2025-08-15,Sexta-feira,68864.53
2025-08-16,2025-08-16,Sábado,12760.96
2025-08-17,2025-08-17,Domingo,86575.1
2025-08-18,2025-08-18,Segunda-feira,65630.47
2025-08-19,2025-08-19,Terça-feira,78327.87
2025-08-20,2025-08-20,Quarta-feira,152249.58000000002
2025-08-21,2025-08-21,Quinta-feira,157004.31
2025-08-22,2025-08-22,Sexta-feira,45158.56
2025-08-23,2025-08-23,Sábado,70779.6
2025-08-24,2025-08-24,Domingo,5671.08
2025-08-25,2025-08-25,Segunda-feira,128844.72
2025-08-26,2025-08-26,Terça-feira,48068.64
2025-08-27,2025-08-27,Quarta-feira,158722.85
2025-08-28,2025-08-28,Quinta-feira,50571.73
2025-08-29,2025-08-29,Sexta-feira,28001.77
2025-08-30,2025-08-30,Sábado,57332.729999999996
2025-08-31,2025-08-31,Domingo,71362.28
2025-09-01,2025-09-01,Segunda-feira,74069.31
2025-09-02,2025-09-02,Terça-feira,143325.24
2025-09-03,2025-09-03,Quarta-feira,241986.99
2025-09-04,2025-09-04,Quinta-feira,168307.24
2025-09-05,2025-09-05,Sexta-feira,156623.86000000002
2025-09-06,2025-09-06,Sábado,68599.95999999999
2025-09-07,2025-09-07,Domingo,139710.84000000003
2025-09-08,2025-09-08,Segunda-feira,213178.11000000002
2025-09-09,2025-09-09,Terça-feira,24801.06
2025-09-10,2025-09-10,Quarta-feira,130230.19
2025-09-11,2025-09-11,Quinta-feira,126693.70999999999
2025-09-12,2025-09-12,Sexta-feira,80729.05
2025-09-13,2025-09-13,Sábado,95108.23
2025-09-14,2025-09-14,Domingo,125509.45
2025-09-15,2025-09-15,Segunda-feira,278513.33999999997
2025-09-16,2025-09-16,Terça-feira,175370.31
2025-09-17,2025-09-17,Quarta-feira,68704.3
2025-09-18,2025-09-18,Quinta-feira,174733.66
2025-09-19,2025-09-19,Sexta-feira,108323.85
2025-09-20,2025-09-20,Sábado,40090.81
2025-09-21,2025-09-21,Domingo,59033.119999999995
2025-09-22,2025-09-22,Segunda-feira,174761.52
2025-09-23,2025-09-23,Terça-feira,21232.87
2025-09-24,2025-09-24,Quarta-feira,190581.67
2025-09-25,2025-09-25,Quinta-feira,130556.81
2025-09-26,2025-09-26,Sexta-feira,83733.18
2025-09-27,2025-09-27,Sábado,75172.66
2025-09-28,2025-09-28,Domingo,126349.65000000001
2025-09-29,2025-09-29,Segunda-feira,73764.69
2025-09-30,2025-09-30,Terça-feira,195201.71
2025-10-01,2025-10-01,Quarta-feira,225376.97999999998
2025-10-02,2025-10-02,Quinta-feira,216850.38999999998
2025-10-03,2025-10-03,Sexta-feira,194627.31
2025-10-04,2025-10-04,Sábado,208780.82
2025-10-05,2025-10-05,Domingo,573175.26
2025-10-06,2025-10-06,Segunda-feira,133335.93
2025-10-07,2025-10-07,Terça-feira,283381.94
2025-10-08,2025-10-08,Quarta-feira,227585.95
2025-10-09,2025-10-09,Quinta-feira,208830.13
2025-10-10,2025-10-10,Sexta-feira,271182.16
2025-10-11,2025-10-11,Sábado,159130.4
2025-10-12,2025-10-12,Domingo,337806.86
2025-10-13,2025-10-13,Segunda-feira,268939.74
2025-10-14,2025-10-14,Terça-feira,183482.27
2025-10-15,2025-10-15,Quarta-feira,140936.55
